url,price,currency,address,rooms,area_total,area_living,area_kitchen,floor,total_floors,build_year,construction_tech,heating_type,lat,lon,district,commission,description
https://lun.ua/realty/4671815094,25000,UAH,"вулиця Родини Крістерів, 2",1,45,17,18,4,26,2025,цегляна технологія,централізоване опалення,50.49168395996094,30.41649627685547,Подільський,,"Ексклюзивна пропозиція! Перша оренда стильної сучасної квартири в ЖК Діброва парк, за адресою вул Родини Крістерів, 2 на комфортному 4 поверсі Якісний дорогий ремонт! Щойно закінчено ремонтні роботи. Повна комплектація! Функціональна кухня з посудомийною машиною, духовою шафою, варильною поверхнею та мікрохвильовою піччю. В кожній кімнаті є кондиціонер. 46 м кв надихаючого простору! Квартира, в яку хочеться повертатися! Багато зон освітлення та дзеркал з підсвіткою. Санвузол з бойлером на 100 л та підігрівом підлоги Неймовірне оточення зелених зон та безпосередня близькість майбутньої станції метро. Ліквідний низький поверх. Сучасний продуманий ремонт є, де все продумано до деталей"
https://lun.ua/realty/4683440917,11000,UAH,,2,54,-,9,17,18,,,централізоване опалення,,,,,"Квартира має роздільне планування та знаходиться в хорошому стані. Санвузол роздільний, оздоблений імпортним кахлем. Встановлено склопакети, балкон не засклений. Броньовані двері забезпечують безпеку. Система опалення централізована. Всі лічильники встановлені. Квартира здається з меблями. Є гарнітурні меблі, 2 спальних місця, імпортний холодильник, мікрохвильова піч та пральна машина-автомат. Можливе проживання з маленьким песиком (до 10 кг). Поруч розташовані озера «Солнечное», метро Харьковская (пішки), супермаркети, ринок."
https://lun.ua/realty/4679581988,1100,USD,"вулиця Михайла Бойчука, 41-Б",3,67,53,14,19,26,2020,монолітно-каркасна,централізоване опалення,50.40537643432617,30.55299186706543,Печерський,,"Оренда 3-кімнатної квартири з дизайнерським ремонтом у сучасному стилі в ЖК бізнес-класу «Новопечерська Вежа», вул. Бойчука (Кіквідзе), 41Б. Довгострокова оренда. Характеристики: — площа: 67 м² — поверх: 19 — формат: 3 кімнати Планування: — кухня-хол — спальня — кабінет — гардеробна — санвузол Квартира повністю укомплектована меблями та технікою для комфортного проживання: — вбудовані меблі — 2 дивани — ліжко з матрацом — 2 Smart TV (50”) — 2 кондиціонери — тепла підлога — прально-сушильна машина — бойлер — посудомийна машина — мікрохвильова піч — духова шафа — пилосос та праска ЖК «Новопечерська Вежа» — сучасний комплекс закритого типу з цілодобовою охороною та відеоспостереженням. Вхід та доступ до ліфтів здійснюється за пропусками. У будинку є просторий підземний паркінг. Інфраструктура: — метро «Видубичі» (10 хв пішки) — Ботанічний сад — спортклуби преміум-класу — ЖК «Новопечерські Липки» поруч — супермаркети (Сільпо) — аптеки, кав’ярні, магазини — школи та медичні заклади Ідеальний варіант для комфортного життя в престижному районі Києва."
https://lun.ua/realty/4679557573,9000,UAH,"Хорольська вулиця, 1-А",2,54,30,9,8,16,2013,панельна технологія,централізоване опалення,50.43347930908203,30.64114761352539,Дніпровський,,"Сдам 2-ком раздельную на Хорольской 1, 12/16, 54/30/9, хорошее состояние, полностью меблирована, есть вся бытовая техника, интернет заведен. Дом в тихом месте, зеленый двор. Рассмотрим с детками и небольшими животными. Фото немного, но они реальные"
https://lun.ua/realty/4643905284,3000,USD,"вулиця Саперне Поле, 3",3,99,-,15,8,2,2017,монолітно-каркасна,централізоване опалення,50.41958569087638,30.530516415485717,Печерський,,"Пропонується до оренди стильна та продумана до деталей квартира з раціональним плануванням, що включає простору кухню-вітальню, гардеробну зону при вході, гостьовий санвузол з душем, майстер-спальню з власною гардеробною та санвузлом (ванна + душ), а також другу спальню/кабінет з робочою зоною та системами зберігання. Квартира має якісний дизайнерський ремонт. Будинок 2017 року побудови. Автономність під час відключень забезпечується роботою води, опалення, інтернету та ліфта. Встановлено приточно-витяжну систему кондиціонування та систему multi-room з дистанційним управлінням кліматом і функціями квартири. Є централізоване опалення та гаряча вода. Квартира оснащена італійськими меблями та повним комплектом техніки Bosch, включаючи холодильник, пральну машину та посудомийну машину. Квартира пропонується до оренди. Деталі щодо умов оренди надаються за телефоном. Житловий комплекс «Бульвар Фонтанів» — це преміум-клас комплекс із закритою територією, охороною 24/7 та відеоспостереженням. На території комплексу є доглянута зона з фонтанами та підземний паркінг. Будинок побудований у 2017 році за монолітно-каркасною технологією. Квартира розташована в самому серці Печерська, що забезпечує правильну локацію. Поруч знаходиться парк. Квартира має дизайнерський ремонт, італійські меблі та повний комплект техніки Bosch. Передбачено гардеробну зону при вході, майстер-спальня з власною гардеробною та санвузлом. Система кондиціонування та система multi-room з дистанційним управлінням кліматом і функціями квартири забезпечують додатковий комфорт. Також є панорамні вікна."
https://lun.ua/realty/4367690438,950,USD,"проспект Миколи Бажана, 16",2,78,45,10,16,23,2003,монолітно-каркасна,централізоване опалення,50.39580535888672,30.62530517578125,Осокорки,,"Пропонується в оренду затишна простора 2-кімнатна квартира, яка знаходиться на пр. Бажана в Дарницькому районі. Оренда квартири після ремонту. Перша здача! Квартира 78м2/39/студіо, 16/21, с/в сумісний, ремонт , укомплектована новими меблями, технікою, 1 спальня, кухня студіо, балкон кабінет, 2 балкона засклені, підігрів підлоги. ЖК закритого типу, є охорона, консьєрж, великі підземний та наземний паркінг, завжди є місце для авто. Поруч розвинута інфраструктура: суперамаркети, декілька торгових центрів, МЕТРО, аптеки, лікарня, різні заклади. Зручне місцерозташування. До м Позняки 7 хв пішки, є громадський транспорт в різні направлення. Деталі інтер’єру: Новий ремонт Інфраструктура: Метро, ТЦ, ТРАНСПОРТНА РОЗВЯЗКА"
https://lun.ua/realty/4246340284,2500,USD,"бульвар Лесі Українки, 7-В",3,84,40,30,27,31,2017,монолітно-каркасна,централізоване опалення,50.434391021728516,30.532182693481445,Печерський,без комісії,"Квартира площадью 84 кв.м. В квартире: кухня- студио, гардеробная комната, ванная комната, кабинет (с диваном который раскладывается), спальная комната. Выполнен ремонт высокого уровня, вся техника miele, подогрев полов, очиститель воздуха, система фильтрации воды."
https://lun.ua/realty/4655482792,700,USD,"проспект Миколи Бажана, 1-А",2,66,40,20,2,25,2015,монолітно-каркасна,централізоване опалення,50.39606475830078,30.59878921508789,ЖК Зарічний,без комісії,"Здається в оренду простора 2-кімнатна квартира в ЖК Зарічний. Квартира розташована на 2 поверсі з 25, загальна площа — 66 м². Планування: • 2 окремі кімнати • кухня • ванна кімната • лоджія У квартирі є всі необхідні меблі та техніка для комфортного проживання. Сучасний житловий комплекс із зручною інфраструктурою та хорошою транспортною розв’язкою. Квартира готова до заселення."
https://lun.ua/realty/4579451271,10000,UAH,"Вишняківська вулиця, 6-А",1,40,17.6,8.2,9,16,1995,утеплена панель,централізоване опалення,50.395389556884766,30.652019500732422,Осокорки,без комісії,"Пропонується в оренду к квартира по вулиці Вишняківська 6а. В квартирі всі необхідні меблі та побутова техніка. Поруч садочок і два ліцеї. Продуктовий магазин. Торгові центри, все для життя: магазини, ""Епіцентр"", ""Метро"", школи, садки, кафе, ресторани та прогулянкові зони. До метро Харківська 8 хв пішки."
https://lun.ua/realty/4670931981,700,USD,"Микільсько-Слобідська вулиця, 11",1,43,10,16,4,17,2022,цегляна технологія,індивідуальне опалення,50.458492279052734,30.58238410949707,Дніпровський,,"Оренда преміальної 1-кімнатної квартири в ЖК «Русанівська Гавань» 📍 вул. Микільсько-Слобідська, 11 | 43 м² Пропонується в оренду стильна та неймовірно затишна квартира в одному з найкращих житлових комплексів лівого берега — ЖК «Русанівська Гавань». Це саме той варіант, який закохує з першого перегляду — квартира виглядає значно дорожче та атмосферніше, ніж на фото. Ремонт робили для себе, не під оренду, тому тут відчувається якість, комфорт і продуманість у кожній деталі. Сучасний інтер’єр у світлих тонах, стильні меблі, багато світла та дуже приємна атмосфера для життя. У квартирі є абсолютно все для комфортного проживання: — кухня та меблі, виконані під індивідуальне замовлення — якісна побутова техніка — повна комплектація — можна заїхати хоч сьогодні — кондиціонер, бойлер — багато місць для зберігання — сучасна ванна кімната — EcoFlow — важлива перевага для комфортного життя без залежності від відключень світла Ідеальне планування для однієї людини або пари, які цінують стиль, комфорт і якість. Сам комплекс — один із найкомфортніших у Києві: закрита територія, власна набережна Дніпра, прогулянкові зони, кафе, магазини, спортивні майданчики та зручна транспортна розв’язка. Такі квартири з таким рівнем ремонту та комплектації з’являються дуже рідко. Це дійсно одна з найкращих пропозицій у цьому комплексі. Квартира готова до заселення. Телефонуйте — із задоволенням організую перегляд."
https://lun.ua/realty/4643330704,10500,UAH,"вулиця Богдана Хмельницького, 11-В",1,37,10,10,11,11,2016,цегляна технологія,автономне опалення,50.39291763305664,30.319988250732422,,,"Оренда світлої 1-кімнатної квартири-студії 📍 с. Святопетрівське, ЖК «Петрівський квартал» бульв. Лесі Українки, 10В 📐 Площа: 37 м² 🏢 Поверх: 11/11 💰 Вартість: 10 500 грн + гарантійний платіж + комісія АН Світла та затишна квартира з неймовірним видом з вікна. Теплий будинок, чудовий варіант для однієї людини або пари. Квартира укомплектована меблями та технікою: — кондиціонер — прально-сушильна машина — телевізор — двоспальне ліжко — індивідуальне газове опалення Розглянемо також орендарів із невеликими домашніми тваринками 🐾 В цоколі будинку є спортивний зал «Каста» Розвинена інфраструктура комплексу: магазини, кафе, аптеки, пошта, зупинка транспорту. До Києва — 5 км. Записуйтесь на перегляд! 📱 0979734659 Олена, АН «GLOREAL»"
https://lun.ua/realty/4589590789,23000,UAH,"вулиця Юлії Здановської, 28",1,34,-,10,6,25,2025,блочна технологія,автономне опалення,50.39079008390156,30.486215155516188,вулиця Юлії Здановської,без комісії,"Квартира-студія після ремонту, в якій ніхто не проживав, тому все нове. Планування включає простору кухню-вітальню з лоджією, суміщений санвузол з ванною та окрему гардеробну кімнату. У будинку встановлено генератор на ліфти, освітлення та водопостачання, що забезпечує комфортне проживання навіть під час відключень електроенергії. У ванній кімнаті та кухні встановлено підігрів підлоги. Квартира повністю укомплектована новими меблями та технікою: великий диван, вбудована кухня, варильна поверхня, духова шафа, холодильник, кондиціонер, бойлер, пральна та посудомийна машини. Оренда без комісії. Оплата першого місяця оренди та заставний (страховий) платіж у розмірі місячної оренди. Будинок бізнес-класу. Комплекс має підземний паркінг з можливістю оренди на два автомобілі, закриту територію, зелені зони для відпочинку та дитячі майданчики. Розташування зручне: метро «Васильківська» — 2 хвилини пішки, Голосіївський парк — 5 хвилин, ВДНГ — 10 хвилин. Поруч знаходяться гіпермаркети METRO, «Епіцентр» та ТРЦ «Магелан»."
https://lun.ua/realty/4568825237,16000,UAH,"Урлівська вулиця, 3-Б",3,68,50,9,8,16,1995,утеплена панель,централізоване опалення,50.40428161621094,30.62080955505371,Позняки,,"Шукаємо орендарів в 3 кімнатну квартиру на Позняках. Будинок розташований в 10хв від метро Осокорки і в 7хв від ТРЦ River Mall. По плануванню: 3 окремі кімнати, 2 балкони, окрема кухня, роздільний санвузол, просторий хол. Вікна виходять в тихий двір на східну сторону, тому влітку не спекотно. Будинок в процесі встановлення генераторів на ліфти, опалення та воду. Поруч дитячі садочки, школи, магазини та місця для прогулянок. Ми готові розглянути тваринок! Власники додатково встановлять шафу та бойлер. Готові до Ваших пропозицій. Телефонуйте для детальної інформації та відеоогляду! Ключі на руках, перегляди в зручний час."
https://lun.ua/realty/4671995929,,,,,,,,,,,,,,,,,
https://lun.ua/realty/4638970122,500,USD,"Глибочицька вулиця, 13/1",1,52,27,15,2,10,2018,монолітно-каркасна,автономне опалення,50.46200942993164,30.488842010498047,13/1,,"Здам в оренду -1 кім квартиру вул.Глибочицька, 13 ЖК ""Львівський квартал"" Шевченківський р-н Простора квартира розташована на 2 поверсі 10-ти поверхового будинку, площею 50 м2, кухня-студія, спальня, с/в (душ),велика лоджія. Гардеробна кімната. Квартира укомплектована меблями та побутовою технікою. Індивідуальне опалення. Лічильники на воду, газ, електроенер- гію. Підземний та наземний паркінг. Квартира розташована в історичному центрі Шевченківського району, у новому ЖК ""Львівський квартал"" - це закритий комплекс із цілодобовою охороною, власним двором, дитячими майданчиками, сквером, власною інфраструктурою, супермаркетом, магазинами, салоном краси, рестораном та фітнес центром. Поруч із житловим комплексом знаходиться: ринок, торгові центри, банки, станція метро Лукянівська 10 хв. пішим ходом. За дотаткову оплату є сімейне паркомісце на 2 машини, у паркінгу цього комплексу."
https://lun.ua/realty/4366977617,17000,UAH,"вулиця Братства Тарасівців, 12/37",1,54,-,11,6,18,2003,монолітно-каркасна,централізоване опалення,50.403679528434935,30.652180181527275,12/37,,"Квартира має роздільне планування та роздільний санвузол. Ремонт виконано в стилі євроремонту. Є окрема спальня, простора кухня з лоджією, гардеробна кімната. Квартира тепла та затишна, продумана до дрібниць. Панорамні вікна додають простору та світла. Система опалення централізована. Автономність при блекауті забезпечується роботою ліфта, опалення, інтернету та водопостачання. Встановлені лічильники. Центральна каналізація та центральний водопровід. Квартира повністю мебльована. Наявна побутова техніка: посудомийна машина, електрочайник, холодильник, варильна панель, мікрохвильова піч, духова шафа, плита, пилосос, пральна машина. Також є телевізор та Wi-Fi. Квартира здається для однієї особи або сімейної пари. Деталі щодо умов оренди не вказані. Будинок житлового фонду 2001-2010-х років. Наявне відеоспостереження, охорона території, консьєрж, вантажний ліфт та пасажирський ліфт. Передбачено підземний паркінг та гостьовий паркінг. Встановлено пожежну сигналізацію. Розташована за 1 хвилину від метро Харківська. Поруч вся необхідна інфраструктура: магазини, зупинки громадського транспорту. Квартира оснащена кондиціонером, підігрівом підлоги, балконом та лоджією. Є господарське приміщення та комора. Встановлено систему відеоспостереження."
https://lun.ua/realty/4680958786,10000,UAH,"Європейська вулиця, 34-Б",2,60.1,-,8.8,8,10,2015,панельна технологія,автономне опалення,50.390398731049885,30.38664279524376,,без комісії,"Квартира має роздільне планування кімнат та санвузла. Стан ремонту та меблів застарілий, житловий стан. Система опалення - власна котельня. Автономність при блекауті забезпечується роботою ліфта, опалення, інтернету та водопостачання. Наявні комунікації: асфальтована дорога, центральна каналізація, електрика, вивіз відходів, газ, центральний водопровід. Квартира мебльована, наявні меблі та побутова техніка, зокрема: електрочайник, холодильник, праска, духова шафа, плита, пральна машина. Довгострокова оренда. Оплата за перший та останній місяць. Домашніх улюбленців не допускають. З брокерами не співпрацюю. Телефонні дзвінки приймаються з 12:00 до 24:00. Тип будинку: Житловий фонд 2011-2020-і. Наявні зручності: балкон, лоджія, ванна, ліфт, меблі на кухні, паркувальне місце. Чудова інфраструктура, все необхідне поруч. Квартира розташована на центральній вулиці міста. Кімнати та санвузол окремі. Наявний швидкісний інтернет."
https://lun.ua/realty/4689125467,16000,UAH,"проспект Миколи Бажана, Будинок 1",1,38,-,15,13,27,2021,блочна технологія,індивідуальне опалення,50.40382974420275,30.677629140079798,ЖК Olympic Park,без комісії,"Квартира має планування студія. Ремонт виконано за авторським проєктом. Квартира готова до заселення. Система опалення індивідуальна електрична. Автономність при блекауті забезпечується роботою ліфта та водопостачання. В квартирі є центральна каналізація, електрика, вивіз відходів та центральний водопровід. Квартира повністю мебльована та обладнана необхідною побутовою технікою. Є смарт телевізор, кондиціонер, варильна поверхня, холодильник, пральна машинка, ліжко з ортопедичним матрасом та мікрохвильова піч. Також є електрочайник. Обовязковою умовою є застава. Домашніх улюбленців не допускають. Будинок відноситься до житлового фонду 2011-2020 років. В будинку працює ліфт та вантажний ліфт. Є панорамні вікна та меблі на кухні. Поруч розташовані магазини АТБ та Макдональдз, а також зупинки громадського транспорту. З квартири відкривається дуже красивий вид. В квартирі є підігрів підлоги та душова кабіна. Також доступний швидкісний інтернет та Wi-Fi."
https://lun.ua/realty/4657988255,1000,USD,"Салютна вулиця, 2к3",1,41,15,15,2,16,2019,монолітно-каркасна,індивідуальне опалення,50.47166061401367,30.402881622314453,Шевченківський,,"Здається в оренду стильна 1-кімнатна квартира в одному з найпопулярніших ЖК Києва — Файна Таун. Все нове — від ремонту до техніки. 41м2, 2 поверх. Планування: кухня-вітальня, спальня кімната та санвузол. Простір організовано максимально функціонально: окрема пральна й сушильна машини, посудомийка, тепла підлога у ванній — усе, що робить життя зручним. Встановлено фільтр для питної води та пом’якшувач загального потоку — бонус, який справді відчувається. ЖК з охороною, зеленими зонами, магазинами, кав’ярнями, спортзалами — повноцінне місто в місті. Є наземний паркінг. Запрошуємо на перегляд! A 2 24 7 2"
https://lun.ua/realty/4579583888,36000,UAH,"бульвар Лесі Українки, 7-А",1,75.5,40,20,8,27,2012,монолітно-каркасна,централізоване опалення,50.43415451049805,30.531646728515625,Печерський,Комісійні послуги 50%,"Актуально! Можливі перегляди! Генератор на ліфт, воду та опалення! У квартирі виконаний дизайнерський євроремонт. Вбудовані меблі, підлога з підігрівом, побутова техніка від провідних світових виробників (Liebherr, Hansa, Electrolux) , німецька сантехніка, вид на бульвар. Оплата при підписанні договору перший місяць оренди та страхова сума власнику. Комісійні послуги 50% від суми оренди. Мобільно відповім в Viber або телеграм за вказаним номером"
https://lun.ua/realty/3739342065,14500,UAH,"вул. Доківська, 14",1,37,-,10,7,24,,панельна технологія,централізоване опалення,50.490053182433044,30.33720811083913,,без комісії,"Пропонується сучасна 1 кімнатна квартира з роздільним плануванням та суміжним санвузлом. Ремонт виконано за авторським проектом, квартира повністю мебльована та обладнана побутовою технікою. В квартирі встановлені лічильники на всі комунікації, включаючи тепло, що дозволяє значно заощаджувати кошти взимку. Система опалення централізована. Також є центральний водопровід, каналізація та електрика. Будинок введений в експлуатацію у 2023 році. Квартира повністю укомплектована всією необхідною технікою для комфортного проживання: посудомийна машина, пральна машина, холодильник, кондиціонер, електрочайник, варильна панель, мікрохвильова піч, духова шафа, плита. Також є кабельне, цифрове ТБ та високошвидкісний інтернет. Квартира обладнана меблями на кухні. Квартира здається довгостроково для 1-2 охайних та порядних орендарів, без тварин. Фінансові умови: 14000 оренда + 15000 забезпечувальний платіж. Без комісії, квартира від власника. Будинок розташований в ЖК АТЛАНТ, введений в експлуатацію у 2023 році. В будинку є 3 ліфти (включаючи вантажний), консьєрж, відеоспостереження та пожежна сигналізація. Підїзд чистий та охайний. Автономність при блекауті забезпечується роботою опалення, інтернету та водопостачання. Квартира розташована в тихому селищі поруч з столицею, всього 10 хвилин їзди до м. Академмістечко. Поруч знаходяться торгівельні центри: Лавіна, Епіцентр, Ашан, Новус, Фора. Також є зупинки громадського транспорту. Квартира має балкон. Встановлено безперебійник на інтернет. Квартира дуже тепла, комунальні платежі в зимовий місяць складають близько 2000 грн."
